Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,Notebook,4,2.2,10.07138559,No,No,141.2119981,Intel Core i3,0,256,Intel,Others
HP,Notebook,4,2.1,10.55758617,No,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,10.46324504,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,10.31238676,No,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,10.65892197,Yes,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,11.28811452,Yes,No,165.6321181,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,10.12189028,No,No,141.2119981,Intel Core i5,1000,0,Intel,Others
HP,Notebook,8,2.5,10.90115622,No,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,10.75548293,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,11.5556994,No,Yes,226.9830047,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,11.32092587,No,No,127.3356746,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,10.57552676,No,No,141.2119981,Intel Core i7,0,256,AMD,Others
Lenovo,2 in 1 Convertible,16,1.36,11.79920696,Yes,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,10.67506137,No,No,100.4546699,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,10.54514062,No,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,10.97771698,No,No,127.3356746,Intel Core i7,1000,128,AMD,Others
Acer,Notebook,8,2.2,10.58894524,No,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,10.16792352,No,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,10.71962021,No,No,127.3356746,Intel Core i7,2000,0,Nvidia,Others
Lenovo,Notebook,6,2.8,10.73132995,No,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,10.03468422,No,No,141.2119981,Intel Core i3,1000,0,AMD,Others
Lenovo,Gaming,8,2.5,10.69578118,No,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,10.3368635,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3,10.83307509,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,10.46628456,Yes,Yes,141.2119981,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,10.97589549,No,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,10.86004768,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,11.04798293,No,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.46629974,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,2,2.19,9.268865851,No,No,100.4546699,Other Intel Processor,0,16,Intel,Others
Asus,Gaming,8,3,11.05474542,No,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,10.16792352,No,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2,11.48708567,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,10.58085895,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,11.14491104,No,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,10.86209267,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Others
Dell,Workstation,16,3.42,11.94279268,No,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,10.18816712,No,No,141.2119981,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,11.26721724,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,10.20800904,No,No,111.9352036,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,11.63567535,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,10.45099374,No,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.28365947,No,No,100.4546699,Intel Core i5,2000,0,Nvidia,Others
Asus,Gaming,8,2.5,11.11838843,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,9.86163728,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
HP,2 in 1 Convertible,16,1.28,11.5638847,Yes,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,10.92541748,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,10.68364511,No,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,10.12616379,No,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,10.8823158,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,11.79920696,Yes,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,11.62477735,No,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,10.12616379,No,No,141.2119981,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,9.592332124,Yes,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,10.71371352,No,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,11.77899608,Yes,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,10.1065701,No,No,117.8265301,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,1.95,10.8631136,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,10.15970992,No,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,11.13950771,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,10.35398721,No,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2,10.97315701,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,10.78017555,No,Yes,100.4546699,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,10.46628456,No,No,100.4546699,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,9.652314829,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,10.28365947,No,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,10.93201123,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,11.1722476,No,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,11.85371636,Yes,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11.06480418,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2,10.82462731,No,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,11.17149825,No,No,157.3505121,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,10.08258391,No,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,10.8823158,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,11.12075716,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,10.93115363,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,11.0178472,No,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2,9.59229576,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Notebook,8,2,11.01675394,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,9.591968421,No,No,100.4546699,Other Intel Processor,500,0,Intel,Others
Lenovo,Notebook,12,2.2,10.77684406,No,No,141.2119981,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,10.54924119,No,Yes,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,11.62477735,Yes,Yes,316.9650604,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,11.34010804,No,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,11.00464859,No,Yes,141.2119981,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,9.606772808,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,11.3582826,No,No,141.2119981,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,9.902487052,Yes,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,10.47233602,No,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,11.59008035,Yes,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,11.14875277,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,11.22619654,No,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,11.43620667,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,11.22192911,No,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,10.8537845,No,No,141.2119981,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,9.750081515,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Gaming,8,2.65,10.8823158,No,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,10.29879032,Yes,No,100.4546699,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,11.23889064,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,10.06006044,No,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2,10.82674595,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,10.55342238,No,No,106.1130621,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,10.43546548,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.18816712,No,No,100.4546699,Intel Core i3,0,256,Nvidia,Others
HP,Notebook,8,2.04,9.93914037,No,No,100.4546699,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,10.96489629,No,No,127.3356746,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,10.67135994,No,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Others
Dell,Notebook,8,2.33,10.77684406,No,No,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,11.44293209,No,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,10.97771698,Yes,No,141.2119981,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,10.03000037,No,No,100.4546699,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,11.67131902,No,Yes,127.3356746,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,10.16792352,No,No,106.1130621,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,10.74291566,Yes,No,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,10.16790307,No,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,10.29091903,No,Yes,135.0942112,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,9.708902303,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,9.631552837,No,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,10.71608039,No,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others
HP,Gaming,8,3.35,11.0581096,No,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,9.975737514,No,No,141.2119981,Intel Core i3,0,128,Intel,Others
Asus,Gaming,8,2.3,11.38711731,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,10.97771698,No,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11.44230332,Yes,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,11.70836856,No,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,10.28365947,No,Yes,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,11.19739685,No,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2,11.64178295,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,11.80320057,Yes,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3,10.92157502,No,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3,11.34767905,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,10.51801858,No,Yes,100.4546699,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,11.18267988,No,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,10.63340518,No,No,141.2119981,Intel Core i7,0,256,AMD,Others
HP,Ultrabook,4,1.91,10.18816712,No,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,11.08997269,No,Yes,141.2119981,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,10.81931098,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,11.88100268,Yes,No,282.4239962,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,11.8483972,No,Yes,209.8006829,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,9.699146128,No,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,11.30793023,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,11.01828417,No,Yes,141.2119981,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,10.75434592,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Others
MSI,Gaming,16,2.8,11.69380198,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11.51085773,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,11.44121634,No,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,11.4021101,No,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,9.989276182,No,No,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,9.694067896,No,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,11.53824227,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,11.54754948,No,Yes,209.8006829,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,10.12616379,No,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,10.64634002,Yes,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,10.80859276,Yes,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,10.37065567,No,No,141.2119981,Intel Core i5,0,256,AMD,Others
Dell,Notebook,4,1.65,10.5108023,No,No,117.8265301,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,11.28878141,No,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,10.26703757,No,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,11.07837309,No,Yes,157.3505121,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2,11.52464374,Yes,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,10.08258391,No,Yes,267.338436,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,11.23889064,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,10.36747814,No,No,141.2119981,Intel Core i3,1000,0,Nvidia,Others
Dell,Gaming,16,4.42,11.91257852,No,Yes,169.7808994,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,11.03087387,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,11.01644762,No,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,10.97771698,No,No,157.3505121,Intel Core i7,0,256,Intel,Others
HP,Gaming,12,3.35,11.57596336,No,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,9.6760046,Yes,Yes,189.9057905,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,9.570272406,No,No,135.0942112,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,8,1.4,10.89326664,No,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,10.37082262,No,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,11.77736143,No,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,11.77899608,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,11.41099905,No,No,127.3356746,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,9.824885806,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,11.67131902,Yes,No,234.5074,Intel Core i7,0,512,Intel,Others
Lenovo,Ultrabook,24,1.32,11.75125678,No,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2,10.3017105,No,No,141.2119981,Intel Core i5,0,256,Intel,Others
Lenovo,Notebook,8,2.8,10.22746491,No,No,106.1130621,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,10.59430001,No,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,11.2402912,No,Yes,176.2325736,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9.830632948,No,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,10.97771698,No,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,11.04798293,No,No,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,10.06641832,No,No,100.4546699,Intel Core i5,500,0,Intel,Others
Dell,Workstation,8,2.23,11.57295735,No,No,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,10.91067852,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,11.83458801,Yes,No,200.8425599,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,10.35398721,No,No,100.4546699,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,11.5638847,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,11.31119501,No,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,11.17971032,No,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,10.86209267,No,No,141.2119981,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,10.14726162,Yes,No,135.0942112,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,11.59920297,No,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,10.87225536,Yes,No,200.8425599,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,11.47054726,Yes,No,200.8425599,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,10.43687294,No,No,106.1130621,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,10.27451027,No,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,10.05090706,No,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,10.59430001,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,10.65892197,No,Yes,157.3505121,Intel Core i7,0,512,AMD,Others
Lenovo,Notebook,8,2.67,11.62048037,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2,9.692588728,No,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,10.12616379,No,No,100.4546699,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,10.6075628,No,No,141.2119981,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,11.41335615,No,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.50281695,No,Yes,209.8006829,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,11.57596336,Yes,Yes,331.2642361,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,11.02655047,No,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,11.12626248,Yes,No,234.5074,Intel Core i5,0,128,Intel,Others
Dell,Ultrabook,8,1.42,11.49408681,Yes,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,11.14491104,No,Yes,282.4239962,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,10.58221121,No,No,111.9352036,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,11.76211283,No,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,11.19373786,No,No,157.3505121,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,10.49027372,No,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,11.39733682,No,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,11.11601407,No,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,10.34990418,No,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,10.56311104,No,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,9.492612236,No,No,141.2119981,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,10.31238676,No,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,10.93115363,No,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,11.73261217,No,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,11.52464374,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,11.46999124,No,Yes,176.2325736,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,11.55114568,No,No,176.2325736,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,10.89523499,No,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,11.91257852,Yes,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,11.1834209,No,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,10.3368635,No,No,100.4546699,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,11.12154549,Yes,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,10.97771698,No,Yes,125.367428,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,10.77673282,No,No,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,11.4423605,No,No,157.3505121,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,10.83096982,No,Yes,165.6321181,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,10.79010392,No,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,9.804506644,No,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,10.40365014,No,No,100.4546699,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,11.35269474,Yes,Yes,158.4825302,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,9.6760046,No,No,111.9352036,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,9.555290852,No,No,135.0942112,Other Intel Processor,0,16,Intel,Others
Lenovo,Notebook,8,1.44,10.83096982,No,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,11.08544049,No,No,141.2119981,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,10.39392596,No,Yes,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,11.16321819,No,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,11.0222083,No,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Others
Dell,Ultrabook,8,1.29,10.77684406,Yes,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,10.43546548,No,No,141.2119981,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,10.70418964,No,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,11.08154402,No,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,11.21975283,No,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Others
Asus,Netbook,2,1.1,9.476819237,No,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,10.23221277,Yes,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,11.97120463,No,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,10.76565826,No,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
